# seq: 0
# timestamp: 1683813944.259223
# frame_id: map
# x, y, z, x, y, z, w
-11.5485 14.1972 0 0 0 -0.0636032 0.997975 
-11.5436 14.1966 0 0 0 -0.0637317 0.997967 
-11.5386 14.1959 0 0 0 -0.0637317 0.997967 
-11.5337 14.1953 0 0 0 -0.0629912 0.998014 
-11.5287 14.1947 0 0 0 -0.0612685 0.998121 
-11.5237 14.1941 0 0 0 -0.059183 0.998247 
-11.5188 14.1935 0 0 0 -0.057104 0.998368 
-11.5138 14.1929 0 0 0 -0.0550177 0.998485 
-11.5088 14.1924 0 0 0 -0.0531737 0.998585 
-11.5039 14.1919 0 0 0 -0.0513361 0.998681 
-11.4989 14.1914 0 0 0 -0.0496196 0.998768 
-11.4939 14.1909 0 0 0 -0.0479031 0.998852 
-11.4889 14.1904 0 0 0 -0.0460707 0.998938 
-11.4839 14.19 0 0 0 -0.0446023 0.999005 
-11.479 14.1895 0 0 0 -0.0430122 0.999075 
-11.474 14.1891 0 0 0 -0.0414168 0.999142 
-11.469 14.1887 0 0 0 -0.0400697 0.999197 
-11.464 14.1883 0 0 0 -0.0387274 0.99925 
-11.459 14.1879 0 0 0 -0.0373801 0.999301 
-11.454 14.1875 0 0 0 -0.0360329 0.999351 
-11.4491 14.1872 0 0 0 -0.0348118 0.999394 
-11.4441 14.1869 0 0 0 -0.0335904 0.999436 
-11.4391 14.1865 0 0 0 -0.0323649 0.999476 
-11.4341 14.1862 0 0 0 -0.0312652 0.999511 
-11.4291 14.1859 0 0 0 -0.0301654 0.999545 
-11.4241 14.1856 0 0 0 -0.029062 0.999578 
-11.4191 14.1853 0 0 0 -0.0282093 0.999602 
-11.4141 14.185 0 0 0 -0.0299218 0.999552 
-11.4091 14.1847 0 0 0 -0.0344424 0.999407 
-11.4041 14.1844 0 0 0 -0.0398266 0.999207 
-11.3992 14.1839 0 0 0 -0.0461921 0.998933 
-11.3942 14.1834 0 0 0 -0.0534226 0.998572 
-11.3892 14.1829 0 0 0 -0.0618956 0.998083 
-11.3843 14.1822 0 0 0 -0.0717242 0.997425 
-11.3793 14.1814 0 0 0 -0.0829305 0.996555 
-11.3744 14.1805 0 0 0 -0.0960356 0.995378 
-11.3695 14.1795 0 0 0 -0.111183 0.9938 
-11.3647 14.1783 0 0 0 -0.128529 0.991706 
-11.3598 14.177 0 0 0 -0.148394 0.988928 
-11.3551 14.1754 0 0 0 -0.161287 0.986908 
-11.3504 14.1738 0 0 0 -0.163572 0.986531 
-11.3456 14.1722 0 0 0 -0.163592 0.986528 
-11.3409 14.1706 0 0 0 -0.163592 0.986528 
-11.3362 14.1689 0 0 0 -0.163572 0.986531 
-11.3314 14.1673 0 0 0 -0.163572 0.986531 
-11.3267 14.1657 0 0 0 -0.163973 0.986465 
-11.322 14.1641 0 0 0 -0.165115 0.986274 
-11.3172 14.1625 0 0 0 -0.166371 0.986063 
-11.3125 14.1608 0 0 0 -0.167779 0.985825 
-11.3078 14.1591 0 0 0 -0.169187 0.985584 
-11.3031 14.1575 0 0 0 -0.170462 0.985364 
-11.2984 14.1558 0 0 0 -0.171489 0.985186 
-11.2937 14.1541 0 0 0 -0.17187 0.98512 
-11.289 14.1524 0 0 0 -0.17187 0.98512 
-11.2843 14.1507 0 0 0 -0.17187 0.98512 
-11.2796 14.149 0 0 0 -0.17187 0.98512 
-11.2749 14.1473 0 0 0 -0.17187 0.98512 
-11.2702 14.1456 0 0 0 -0.169835 0.985473 
-11.2654 14.144 0 0 0 -0.164734 0.986338 
-11.2607 14.1424 0 0 0 -0.159001 0.987278 
-11.2559 14.1408 0 0 0 -0.153301 0.98818 
-11.2512 14.1394 0 0 0 -0.147729 0.989028 
-11.2464 14.1379 0 0 0 -0.142453 0.989802 
-11.2416 14.1365 0 0 0 -0.13729 0.990531 
-11.2368 14.1352 0 0 0 -0.134516 0.990911 
-11.2319 14.1339 0 0 0 -0.13415 0.990961 
-11.2271 14.1325 0 0 0 -0.13415 0.990961 
-11.2223 14.1312 0 0 0 -0.134282 0.990943 
-11.2175 14.1299 0 0 0 -0.134266 0.990945 
-11.2127 14.1285 0 0 0 -0.13415 0.990961 
-11.2078 14.1272 0 0 0 -0.13415 0.990961 
-11.203 14.1259 0 0 0 -0.131889 0.991264 
-11.1982 14.1246 0 0 0 -0.123388 0.992359 
-11.1933 14.1234 0 0 0 -0.111656 0.993747 
-11.1884 14.1224 0 0 0 -0.100991 0.994887 
-11.1835 14.1214 0 0 0 -0.0912084 0.995832 
-11.1786 14.1206 0 0 0 -0.0824305 0.996597 
-11.1737 14.1198 0 0 0 -0.0745478 0.997217 
-11.1687 14.1191 0 0 0 -0.0672978 0.997733 
-11.1638 14.1184 0 0 0 -0.0607848 0.998151 
-11.1588 14.1179 0 0 0 -0.0548899 0.998492 
-11.1538 14.1173 0 0 0 -0.0496196 0.998768 
-11.1488 14.1169 0 0 0 -0.0448452 0.998994 
-11.1439 14.1165 0 0 0 -0.0405609 0.999177 
-11.1389 14.1161 0 0 0 -0.0366457 0.999328 
-11.1339 14.1157 0 0 0 -0.0330994 0.999452 
-11.1289 14.1154 0 0 0 -0.0299218 0.999552 
-11.1239 14.1151 0 0 0 -0.0295564 0.999563 
-11.1189 14.1148 0 0 0 -0.0329777 0.999456 
-11.1139 14.1145 0 0 0 -0.0378667 0.999283 
-11.1089 14.1141 0 0 0 -0.0436197 0.999048 
-11.104 14.1136 0 0 0 -0.050117 0.998743 
-11.099 14.1131 0 0 0 -0.0577164 0.998333 
-11.094 14.1124 0 0 0 -0.0664285 0.997791 
-11.0891 14.1117 0 0 0 -0.0763986 0.997077 
-11.0841 14.1109 0 0 0 -0.0881198 0.99611 
-11.0792 14.11 0 0 0 -0.101361 0.99485 
-11.0744 14.1089 0 0 0 -0.116538 0.993186 
-11.0695 14.1077 0 0 0 -0.133916 0.990993 
-11.0647 14.1062 0 0 0 -0.151678 0.98843 
-11.06 14.1047 0 0 0 -0.164353 0.986402 
-11.0553 14.103 0 0 0 -0.172383 0.98503 
-11.0506 14.1013 0 0 0 -0.18073 0.983533 
-11.0459 14.0994 0 0 0 -0.189597 0.981862 
-11.0413 14.0975 0 0 0 -0.198671 0.980066 
-11.0367 14.0956 0 0 0 -0.19636 0.980532 
-11.0321 14.0937 0 0 0 -0.179079 0.983835 
-11.0273 14.092 0 0 0 -0.159534 0.987192 
-11.0226 14.0905 0 0 0 -0.142088 0.989854 
-11.0177 14.0892 0 0 0 -0.126517 0.991964 
-11.0129 14.088 0 0 0 -0.112538 0.993647 
-11.008 14.087 0 0 0 -0.100122 0.994975 
-11.0031 14.086 0 0 0 -0.0891095 0.996022 
-10.9982 14.0852 0 0 0 -0.0812005 0.996698 
-10.9932 14.0844 0 0 0 -0.0766392 0.997059 
-10.9883 14.0837 0 0 0 -0.0727057 0.997353 
-10.9833 14.083 0 0 0 -0.0688913 0.997624 
-10.9784 14.0823 0 0 0 -0.0653257 0.997864 
-10.9734 14.0817 0 0 0 -0.062009 0.998076 
-10.9685 14.0811 0 0 0 -0.0588199 0.998269 
-10.9635 14.0805 0 0 0 -0.0557513 0.998445 
-10.9585 14.08 0 0 0 -0.0529248 0.998598 
-10.9535 14.0794 0 0 0 -0.0502322 0.998738 
-10.9486 14.0789 0 0 0 -0.0475447 0.998869 
-10.9436 14.0785 0 0 0 -0.0450881 0.998983 
-10.9386 14.078 0 0 0 -0.0428854 0.99908 
-10.9336 14.0776 0 0 0 -0.0406875 0.999172 
-10.9286 14.0772 0 0 0 -0.0384794 0.999259 
-10.9237 14.0769 0 0 0 -0.0365196 0.999333 
-10.9187 14.0765 0 0 0 -0.0346901 0.999398 
-10.9137 14.0762 0 0 0 -0.0328559 0.99946 
-10.9087 14.0758 0 0 0 -0.0311435 0.999515 
-10.9037 14.0755 0 0 0 -0.0295528 0.999563 
-10.8987 14.0753 0 0 0 -0.0286966 0.999588 
-10.8937 14.075 0 0 0 -0.0310217 0.999519 
-10.8887 14.0746 0 0 0 -0.0362807 0.999342 
-10.8837 14.0742 0 0 0 -0.0422778 0.999106 
-10.8788 14.0738 0 0 0 -0.049377 0.99878 
-10.8738 14.0733 0 0 0 -0.0577164 0.998333 
-10.8688 14.0726 0 0 0 -0.0672978 0.997733 
-10.8639 14.0719 0 0 0 -0.0786196 0.996905 
-10.859 14.0711 0 0 0 -0.0918282 0.995775 
-10.854 14.0701 0 0 0 -0.107313 0.994225 
-10.8492 14.0689 0 0 0 -0.125268 0.992123 
-10.8444 14.0676 0 0 0 -0.145774 0.989318 
-10.8396 14.0661 0 0 0 -0.163973 0.986465 
-10.8349 14.0644 0 0 0 -0.171089 0.985256 
-10.8302 14.0627 0 0 0 -0.170996 0.985272 
-10.8255 14.061 0 0 0 -0.171109 0.985252 
-10.8208 14.0593 0 0 0 -0.171089 0.985256 
-10.8161 14.0576 0 0 0 -0.171089 0.985256 
-10.8114 14.0559 0 0 0 -0.168427 0.985714 
-10.8066 14.0543 0 0 0 -0.160163 0.987091 
-10.8019 14.0528 0 0 0 -0.149388 0.988779 
-10.7971 14.0514 0 0 0 -0.139183 0.990267 
-10.7923 14.05 0 0 0 -0.129761 0.991545 
-10.7874 14.0488 0 0 0 -0.121008 0.992652 
-10.7826 14.0476 0 0 0 -0.112788 0.993619 
-10.7777 14.0465 0 0 0 -0.105075 0.994464 
-10.7728 14.0455 0 0 0 -0.0994905 0.995039 
-10.7679 14.0446 0 0 0 -0.0977633 0.99521 
-10.763 14.0436 0 0 0 -0.0978824 0.995198 
-10.7581 14.0426 0 0 0 -0.0977515 0.995211 
-10.7532 14.0416 0 0 0 -0.0977633 0.99521 
-10.7483 14.0407 0 0 0 -0.0977633 0.99521 
-10.7434 14.0397 0 0 0 -0.0977515 0.995211 
-10.7385 14.0387 0 0 0 -0.0978824 0.995198 
-10.7335 14.0377 0 0 0 -0.0977633 0.99521 
-10.7286 14.0368 0 0 0 -0.0977515 0.995211 
-10.7237 14.0358 0 0 0 -0.0981326 0.995173 
-10.7188 14.0348 0 0 0 -0.0999908 0.994988 
-10.7139 14.0338 0 0 0 -0.103206 0.99466 
-10.709 14.0328 0 0 0 -0.106444 0.994319 
-10.7042 14.0317 0 0 0 -0.109683 0.993967 
-10.6993 14.0306 0 0 0 -0.113157 0.993577 
-10.6944 14.0294 0 0 0 -0.11676 0.99316 
-10.6896 14.0283 0 0 0 -0.120258 0.992743 
-10.6847 14.0271 0 0 0 -0.124005 0.992282 
-10.6799 14.0258 0 0 0 -0.127133 0.991886 
-10.675 14.0245 0 0 0 -0.128264 0.99174 
-10.6702 14.0233 0 0 0 -0.128366 0.991727 
-10.6654 14.022 0 0 0 -0.128366 0.991727 
-10.6605 14.0207 0 0 0 -0.128264 0.99174 
-10.6557 14.0194 0 0 0 -0.128264 0.99174 
-10.6509 14.0182 0 0 0 -0.128264 0.99174 
-10.646 14.0169 0 0 0 -0.128264 0.99174 
-10.6412 14.0156 0 0 0 -0.125136 0.99214 
-10.6363 14.0144 0 0 0 -0.116524 0.993188 
-10.6315 14.0133 0 0 0 -0.106063 0.994359 
-10.6266 14.0123 0 0 0 -0.0963933 0.995343 
-10.6216 14.0114 0 0 0 -0.0874999 0.996165 
-10.6167 14.0106 0 0 0 -0.07948 0.996836 
-10.6118 14.0098 0 0 0 -0.0722062 0.99739 
-10.6068 14.0091 0 0 0 -0.0655673 0.997848 
-10.6019 14.0085 0 0 0 -0.0596814 0.998217 
-10.5969 14.0079 0 0 0 -0.0541629 0.998532 
-10.5919 14.0074 0 0 0 -0.0491343 0.998792 
-10.5869 14.007 0 0 0 -0.0447183 0.999 
-10.582 14.0065 0 0 0 -0.0405609 0.999177 
-10.577 14.0061 0 0 0 -0.0368935 0.999319 
-10.572 14.0058 0 0 0 -0.0335863 0.999436 
-10.567 14.0055 0 0 0 -0.0305308 0.999534 
-10.562 14.0052 0 0 0 -0.0285783 0.999592 
-10.557 14.0049 0 0 0 -0.0287001 0.999588 
-10.552 14.0046 0 0 0 -0.0299182 0.999552 
-10.547 14.0043 0 0 0 -0.0311397 0.999515 
-10.542 14.004 0 0 0 -0.0322432 0.99948 
-10.537 14.0037 0 0 0 -0.0335904 0.999436 
-10.5321 14.0033 0 0 0 -0.0349335 0.99939 
-10.5271 14.003 0 0 0 -0.0362763 0.999342 
-10.5221 14.0026 0 0 0 -0.0377496 0.999287 
-10.5171 14.0022 0 0 0 -0.0392186 0.999231 
-10.5121 14.0018 0 0 0 -0.0408041 0.999167 
-10.5071 14.0014 0 0 0 -0.0422727 0.999106 
-10.5022 14.001 0 0 0 -0.0439895 0.999032 
-10.4972 14.0005 0 0 0 -0.0458222 0.99895 
-10.4922 14 0 0 0 -0.0476603 0.998864 
-10.4872 13.9996 0 0 0 -0.0495043 0.998774 
-10.4822 13.9991 0 0 0 -0.0513361 0.998681 
-10.4773 13.9985 0 0 0 -0.0534161 0.998572 
-10.4723 13.998 0 0 0 -0.055509 0.998458 
-10.4673 13.9974 0 0 0 -0.0577164 0.998333 
-10.4624 13.9968 0 0 0 -0.0600443 0.998196 
-10.4574 13.9962 0 0 0 -0.0623792 0.998053 
-10.4524 13.9956 0 0 0 -0.0645853 0.997912 
-10.4475 13.9949 0 0 0 -0.065688 0.99784 
-10.4425 13.9943 0 0 0 -0.065696 0.99784 
-10.4376 13.9936 0 0 0 -0.0655752 0.997848 
-10.4326 13.993 0 0 0 -0.0655673 0.997848 
-10.4277 13.9923 0 0 0 -0.065688 0.99784 
-10.4227 13.9917 0 0 0 -0.065696 0.99784 
-10.4177 13.991 0 0 0 -0.0655752 0.997848 
-10.4128 13.9903 0 0 0 -0.0655673 0.997848 
-10.4078 13.9897 0 0 0 -0.065696 0.99784 
-10.4029 13.989 0 0 0 -0.065696 0.99784 
-10.3979 13.9884 0 0 0 -0.0655673 0.997848 
-10.393 13.9877 0 0 0 -0.0655673 0.997848 
-10.388 13.9871 0 0 0 -0.065696 0.99784 
-10.383 13.9864 0 0 0 -0.065696 0.99784 
-10.3781 13.9858 0 0 0 -0.0655673 0.997848 
-10.3731 13.9851 0 0 0 -0.0644645 0.99792 
-10.3682 13.9845 0 0 0 -0.0623792 0.998053 
-10.3632 13.9839 0 0 0 -0.0600443 0.998196 
-10.3582 13.9833 0 0 0 -0.0578374 0.998326 
-10.3533 13.9827 0 0 0 -0.0557513 0.998445 
-10.3483 13.9822 0 0 0 -0.053665 0.998559 
-10.3433 13.9816 0 0 0 -0.0518274 0.998656 
-10.3384 13.9811 0 0 0 -0.0498683 0.998756 
-10.3334 13.9806 0 0 0 -0.0480303 0.998846 
-10.3284 13.9802 0 0 0 -0.0461921 0.998933 
-10.3234 13.9797 0 0 0 -0.0446023 0.999005 
-10.3184 13.9793 0 0 0 -0.0430069 0.999075 
-10.3135 13.9789 0 0 0 -0.0412953 0.999147 
-10.3085 13.9785 0 0 0 -0.0398266 0.999207 
-10.3035 13.9781 0 0 0 -0.0384794 0.999259 
-10.2985 13.9777 0 0 0 -0.0370152 0.999315 
-10.2935 13.9773 0 0 0 -0.0355462 0.999368 
-10.2885 13.977 0 0 0 -0.0343207 0.999411 
-10.2835 13.9766 0 0 0 -0.0330994 0.999452 
-10.2786 13.9763 0 0 0 -0.0318779 0.999492 
-10.2736 13.976 0 0 0 -0.0307744 0.999526 
-10.2686 13.9757 0 0 0 -0.0296746 0.99956 
-10.2636 13.9754 0 0 0 -0.028453 0.999595 
-10.2586 13.9751 0 0 0 -0.027722 0.999616 
-10.2536 13.9749 0 0 0 -0.027722 0.999616 
-10.2486 13.9746 0 0 0 -0.0277186 0.999616 
-10.2436 13.9743 0 0 0 -0.0275968 0.999619 
-10.2386 13.974 0 0 0 -0.0276002 0.999619 
-10.2336 13.9737 0 0 0 -0.027722 0.999616 
-10.2286 13.9735 0 0 0 -0.0277186 0.999616 
-10.2236 13.9732 0 0 0 -0.0276002 0.999619 
-10.2187 13.9729 0 0 0 -0.0276002 0.999619 
-10.2137 13.9726 0 0 0 -0.0277186 0.999616 
-10.2087 13.9724 0 0 0 -0.0277186 0.999616 
-10.2037 13.9721 0 0 0 -0.0276002 0.999619 
-10.1987 13.9718 0 0 0 -0.0276002 0.999619 
-10.1937 13.9715 0 0 0 -0.0275968 0.999619 
-10.1887 13.9713 0 0 0 -0.0277186 0.999616 
-10.1837 13.971 0 0 0 -0.027722 0.999616 
-10.1787 13.9707 0 0 0 -0.0276002 0.999619 
-10.1737 13.9704 0 0 0 -0.0275968 0.999619 
-10.1687 13.9702 0 0 0 -0.0277186 0.999616 
-10.1637 13.9699 0 0 0 -0.027722 0.999616 
-10.1587 13.9696 0 0 0 -0.0276002 0.999619 
-10.1538 13.9693 0 0 0 -0.0275968 0.999619 
-10.1488 13.969 0 0 0 -0.0275968 0.999619 
-10.1438 13.9688 0 0 0 -0.027722 0.999616 
-10.1388 13.9685 0 0 0 -0.027722 0.999616 
-10.1338 13.9682 0 0 0 -0.0275968 0.999619 
-10.1288 13.9679 0 0 0 -0.0276002 0.999619 
-10.1238 13.9677 0 0 0 -0.027722 0.999616 
-10.1188 13.9674 0 0 0 -0.0277186 0.999616 
-10.1138 13.9671 0 0 0 -0.0275968 0.999619 
-10.1088 13.9668 0 0 0 -0.0276002 0.999619 
-10.1038 13.9666 0 0 0 -0.027722 0.999616 
-10.0988 13.9663 0 0 0 -0.0277186 0.999616 
-10.0938 13.966 0 0 0 -0.0275968 0.999619 
-10.0889 13.9657 0 0 0 -0.0276002 0.999619 
-10.0839 13.9655 0 0 0 -0.0276002 0.999619 
-10.0789 13.9652 0 0 0 -0.0285748 0.999592 
-10.0739 13.9649 0 0 0 -0.0315088 0.999503 
-10.0689 13.9645 0 0 0 -0.0355462 0.999368 
-10.0639 13.9642 0 0 0 -0.0400746 0.999197 
-10.0589 13.9637 0 0 0 -0.0453365 0.998972 
-10.0539 13.9633 0 0 0 -0.0513361 0.998681 
-10.049 13.9627 0 0 0 -0.0579585 0.998319 
-10.044 13.9621 0 0 0 -0.0654465 0.997856 
-10.0391 13.9614 0 0 0 -0.0740572 0.997254 
-10.0341 13.9606 0 0 0 -0.0838006 0.996483 
-10.0292 13.9597 0 0 0 -0.0947963 0.995497 
-10.0243 13.9587 0 0 0 -0.106945 0.994265 
-10.0194 13.9576 0 0 0 -0.120772 0.99268 
-10.0146 13.9563 0 0 0 -0.135545 0.990771 
-10.0098 13.9549 0 0 0 -0.142934 0.989732 
-10.005 13.9535 0 0 0 -0.142951 0.98973 
-10.0002 13.9521 0 0 0 -0.142951 0.98973 
-9.99541 13.9507 0 0 0 -0.143067 0.989713 
-9.99062 13.9493 0 0 0 -0.142951 0.98973 
-9.98582 13.9479 0 0 0 -0.142951 0.98973 
-9.98103 13.9464 0 0 0 -0.142951 0.98973 
-9.97623 13.945 0 0 0 -0.138054 0.990425 
-9.97141 13.9437 0 0 0 -0.12888 0.99166 
-9.96656 13.9425 0 0 0 -0.120258 0.992743 
-9.9617 13.9413 0 0 0 -0.112288 0.993676 
-9.95682 13.9402 0 0 0 -0.104706 0.994503 
-9.95192 13.9392 0 0 0 -0.0975131 0.995234 
-9.94701 13.9383 0 0 0 -0.0910778 0.995844 
-9.94208 13.9374 0 0 0 -0.0850304 0.996378 
-9.93715 13.9366 0 0 0 -0.0792204 0.996857 
-9.93221 13.9358 0 0 0 -0.0738074 0.997273 
-9.92726 13.9351 0 0 0 -0.0709837 0.997477 
-9.92231 13.9344 0 0 0 -0.0706135 0.997504 
-9.91736 13.9337 0 0 0 -0.0706135 0.997504 
-9.91241 13.933 0 0 0 -0.0706135 0.997504 
-9.90746 13.9323 0 0 0 -0.0706049 0.997504 
-9.90251 13.9316 0 0 0 -0.0707254 0.997496 
-9.89756 13.9309 0 0 0 -0.0706135 0.997504 
-9.89261 13.9302 0 0 0 -0.0706135 0.997504 
-9.88766 13.9295 0 0 0 -0.070734 0.997495 
-9.88271 13.9288 0 0 0 -0.0706135 0.997504 
-9.87776 13.9281 0 0 0 -0.0706135 0.997504 
-9.87281 13.9274 0 0 0 -0.0706135 0.997504 
-9.86786 13.9267 0 0 0 -0.0706049 0.997504 
-9.86291 13.926 0 0 0 -0.0707254 0.997496 
-9.85796 13.9253 0 0 0 -0.0696318 0.997573 
-9.85301 13.9246 0 0 0 -0.067169 0.997742 
-9.84805 13.9239 0 0 0 -0.0644645 0.99792 
-9.84309 13.9233 0 0 0 -0.0618881 0.998083 
-9.83813 13.9227 0 0 0 -0.0593112 0.99824 
-9.83316 13.9221 0 0 0 -0.0568549 0.998382 
-9.82819 13.9216 0 0 0 -0.0545264 0.998512 
-9.82322 13.921 0 0 0 -0.0523187 0.99863 
-9.81825 13.9205 0 0 0 -0.0501109 0.998744 
-9.81327 13.92 0 0 0 -0.0480303 0.998846 
-9.80829 13.9196 0 0 0 -0.0460707 0.998938 
-9.80331 13.9191 0 0 0 -0.044111 0.999027 
-9.79833 13.9187 0 0 0 -0.0423942 0.999101 
-9.79335 13.9183 0 0 0 -0.0406825 0.999172 
-9.78836 13.9179 0 0 0 -0.0389706 0.99924 
-9.78338 13.9175 0 0 0 -0.0373801 0.999301 
-9.77839 13.9171 0 0 0 -0.0357896 0.999359 
-9.7734 13.9168 0 0 0 -0.0343207 0.999411 
-9.76842 13.9164 0 0 0 -0.0328559 0.99946 
-9.76343 13.9161 0 0 0 -0.0315088 0.999503 
-9.75843 13.9158 0 0 0 -0.0302872 0.999541 
-9.75344 13.9155 0 0 0 -0.0289438 0.999581 
-9.74845 13.9152 0 0 0 -0.0288184 0.999585 
-9.74346 13.9149 0 0 0 -0.0317562 0.999496 
-9.73847 13.9146 0 0 0 -0.0367674 0.999324 
-9.73349 13.9142 0 0 0 -0.0426424 0.99909 
-9.72851 13.9137 0 0 0 -0.0496256 0.998768 
-9.72354 13.9132 0 0 0 -0.0575883 0.99834 
-9.71858 13.9126 0 0 0 -0.0669276 0.997758 
-9.71363 13.9119 0 0 0 -0.0778793 0.996963 
-9.7087 13.911 0 0 0 -0.090469 0.995899 
-9.70379 13.9101 0 0 0 -0.105088 0.994463 
-9.69892 13.9089 0 0 0 -0.122139 0.992513 
-9.69409 13.9076 0 0 0 -0.141591 0.989925 
-9.68932 13.9061 0 0 0 -0.159287 0.987232 
-9.6846 13.9045 0 0 0 -0.166771 0.985996 
-9.67988 13.9028 0 0 0 -0.166885 0.985976 
-9.67516 13.9012 0 0 0 -0.166885 0.985976 
-9.67044 13.8996 0 0 0 -0.166885 0.985976 
-9.66571 13.8979 0 0 0 -0.166885 0.985976 
-9.66099 13.8963 0 0 0 -0.164868 0.986316 
-9.65626 13.8947 0 0 0 -0.155741 0.987798 
-9.65148 13.8932 0 0 0 -0.141956 0.989873 
-9.64666 13.8918 0 0 0 -0.12913 0.991628 
-9.64181 13.8906 0 0 0 -0.117392 0.993086 
-9.63694 13.8895 0 0 0 -0.106826 0.994278 
-9.63204 13.8885 0 0 0 -0.0971438 0.99527 
-9.62713 13.8876 0 0 0 -0.0882395 0.996099 
-9.6222 13.8867 0 0 0 -0.0803403 0.996767 
-9.61726 13.886 0 0 0 -0.0730759 0.997326 
-9.61231 13.8853 0 0 0 -0.0684004 0.997658 
-9.60735 13.8846 0 0 0 -0.0672897 0.997733 
-9.6024 13.8839 0 0 0 -0.067169 0.997742 
-9.59744 13.8833 0 0 0 -0.067169 0.997742 
-9.59249 13.8826 0 0 0 -0.067169 0.997742 
-9.58753 13.8819 0 0 0 -0.067169 0.997742 
-9.58258 13.8813 0 0 0 -0.0671608 0.997742 
-9.57762 13.8806 0 0 0 -0.0671608 0.997742 
-9.57267 13.8799 0 0 0 -0.0672897 0.997733 
-9.56771 13.8793 0 0 0 -0.067169 0.997742 
-9.56276 13.8786 0 0 0 -0.067169 0.997742 
-9.5578 13.8779 0 0 0 -0.067169 0.997742 
-9.55285 13.8772 0 0 0 -0.067169 0.997742 
-9.54789 13.8766 0 0 0 -0.0672897 0.997733 
-9.54294 13.8759 0 0 0 -0.067169 0.997742 
-9.53798 13.8752 0 0 0 -0.066187 0.997807 
-9.53302 13.8746 0 0 0 -0.064102 0.997943 
-9.52806 13.874 0 0 0 -0.0617672 0.998091 
-9.5231 13.8733 0 0 0 -0.0594249 0.998233 
-9.51813 13.8728 0 0 0 -0.0570971 0.998369 
-9.51317 13.8722 0 0 0 -0.0548966 0.998492 
-9.5082 13.8717 0 0 0 -0.0528101 0.998605 
-9.50322 13.8712 0 0 0 -0.0508448 0.998707 
-9.49825 13.8707 0 0 0 -0.0488856 0.998804 
-9.49327 13.8702 0 0 0 -0.0470534 0.998892 
-9.48829 13.8697 0 0 0 -0.0452151 0.998977 
-9.48331 13.8693 0 0 0 -0.0434982 0.999054 
-9.47833 13.8688 0 0 0 -0.041903 0.999122 
-9.47335 13.8684 0 0 0 -0.0403129 0.999187 
-9.46836 13.868 0 0 0 -0.0387274 0.99925 
-9.46338 13.8677 0 0 0 -0.0372585 0.999306 
-9.45839 13.8673 0 0 0 -0.0359113 0.999355 
-9.4534 13.8669 0 0 0 -0.0344424 0.999407 
-9.44841 13.8666 0 0 0 -0.0330994 0.999452 
-9.44342 13.8663 0 0 0 -0.0319997 0.999488 
-9.43843 13.866 0 0 0 -0.0307781 0.999526 
-9.43344 13.8657 0 0 0 -0.0295528 0.999563 
-9.42845 13.8654 0 0 0 -0.028453 0.999595 
-9.42346 13.8651 0 0 0 -0.0290656 0.999578 
-9.41847 13.8648 0 0 0 -0.0322432 0.99948 
-9.41348 13.8645 0 0 0 -0.0364024 0.999337 
-9.40849 13.8641 0 0 0 -0.0409306 0.999162 
-9.40351 13.8636 0 0 0 -0.0460707 0.998938 
-9.39854 13.8631 0 0 0 -0.0519487 0.99865 
-9.39357 13.8626 0 0 0 -0.0584497 0.99829 
-9.38861 13.862 0 0 0 -0.065696 0.99784 
-9.38365 13.8613 0 0 0 -0.0739368 0.997263 
-9.37872 13.8605 0 0 0 -0.0833005 0.996524 
-9.37379 13.8596 0 0 0 -0.093807 0.99559 
-9.36889 13.8586 0 0 0 -0.105457 0.994424 
-9.36402 13.8575 0 0 0 -0.118524 0.992951 
-9.35917 13.8563 0 0 0 -0.132404 0.991196 
-9.35437 13.8549 0 0 0 -0.139282 0.990253 
-9.34956 13.8535 0 0 0 -0.139166 0.990269 
-9.34476 13.8521 0 0 0 -0.139183 0.990267 
